id_invoice,issuedDate,country,service,total,discount,tax,invoiceStatus,balance,dueDate,client
84,15-12-2022,French Guiana,E-commerce Development,4907.2,466.98,384.04,Overdue,4824.26,03-01-2023,Company D
71,19-09-2022,Sierra Leone,IoT Solution,7769.33,987.21,735.73,Overdue,7517.85,08-10-2022,Company B
92,03-12-2022,Ecuador,Web Development,2030.8,3.4,38.59,Paid,2065.99,20-12-2022,Company B
31,11-01-2023,Haiti,Mobile App Development,3556.77,543.58,282.69,Paid,3295.88,29-01-2023,Company A
25,25-02-2023,South Georgia and the South Sandwich Islands,Mobile App Development,2829.31,525.6,131.69,Pending,2435.4,14-03-2023,Company C
88,25-12-2022,Armenia,UI/UX Design,709.48,75.41,12.08,Pending,646.15,21-01-2023,Company A
14,18-12-2022,Samoa,AI Solution,9389.71,1454.24,713.94,Overdue,8649.41,29-12-2022,Company E
55,31-08-2022,Western Sahara,Mobile App Development,4718.24,696.25,416.86,Overdue,4438.85,24-09-2022,Company E
29,20-08-2022,Guadeloupe,IoT Solution,6691.75,1170.51,319.86,Pending,5841.1,03-09-2022,Company E
97,14-10-2022,Norfolk Island,Web Development,2219.4,362.77,28.7,Overdue,1885.33,26-10-2022,Company E
28,11-12-2022,Kenya,E-commerce Development,3947.35,443.65,336.48,Overdue,3840.18,28-12-2022,Company C
7,04-12-2022,Fiji,E-commerce Development,3819.83,690.72,1.47,Pending,3130.58,28-12-2022,Company A
29,26-07-2022,Cambodia,AI Solution,7556.82,1057.87,358.5,Pending,6857.45,10-08-2022,Company E
24,09-12-2022,Congo,Web Development,1329.28,40.56,128.95,Paid,1417.67,27-12-2022,Company A
31,16-11-2022,Cameroon,E-commerce Development,2549.36,388.58,65.9,Paid,2226.68,25-11-2022,Company D
2,28-03-2023,Botswana,UI/UX Design,829.43,20.14,47.33,Pending,856.62,14-04-2023,Company B
88,12-09-2022,Luxembourg,Mobile App Development,1358.05,211.76,75.46,Overdue,1221.75,05-10-2022,Company B
8,09-02-2023,Kuwait,AI Solution,3020.39,446.55,252.91,Paid,2826.75,28-02-2023,Company E
33,23-02-2023,Palau,E-commerce Development,3948.28,114.67,381.58,Paid,4215.19,25-03-2023,Company D
46,06-05-2023,Burkina Faso,UI/UX Design,472.4,54.46,47.04,Pending,464.98,29-05-2023,Company E
75,18-10-2022,Reunion,Web Development,708.29,128.59,47.74,Paid,627.44,09-11-2022,Company E
23,23-06-2023,Congo,IoT Solution,3583.99,267.08,132.62,Paid,3449.53,03-07-2023,Company A
80,05-06-2023,Korea,UI/UX Design,202.58,40.16,19.02,Pending,181.44,04-07-2023,Company E
23,01-05-2023,Western Sahara,Mobile App Development,3852.52,334.76,6.72,Pending,3524.48,22-05-2023,Company E
22,24-01-2023,Namibia,UI/UX Design,313.88,49.36,25.21,Pending,289.73,06-02-2023,Company B
12,05-10-2022,Guernsey,IoT Solution,2788.9,122.69,197.15,Pending,2863.36,16-10-2022,Company E
41,09-11-2022,Israel,UI/UX Design,367.04,3.11,35.12,Pending,399.05,29-11-2022,Company D
98,26-03-2023,Congo,IoT Solution,3660.64,71.47,10.54,Paid,3599.71,16-04-2023,Company E
97,06-08-2022,Antarctica (the territory South of 60 deg S),Web Development,1587.63,149.13,25.18,Overdue,1463.68,01-09-2022,Company A
88,29-08-2022,Saint Vincent and the Grenadines,E-commerce Development,2966.09,576.58,29.7,Overdue,2419.21,21-09-2022,Company E
33,22-08-2022,Argentina,UI/UX Design,465.09,0.54,9.7,Pending,474.25,18-09-2022,Company B
46,25-07-2022,Bangladesh,E-commerce Development,4211.23,461.21,261.26,Paid,4011.28,23-08-2022,Company D
39,09-04-2023,Zambia,AI Solution,8630.16,911.1,821.71,Pending,8540.77,20-04-2023,Company E
74,15-05-2023,French Polynesia,Mobile App Development,1500.76,250.48,48.7,Pending,1298.98,08-06-2023,Company B
80,15-01-2023,South Africa,AI Solution,4014.88,366.25,273.55,Pending,3922.18,06-02-2023,Company C
29,02-01-2023,Barbados,Web Development,2262.51,264.63,16.09,Paid,2013.97,17-01-2023,Company E
82,25-04-2023,Turks and Caicos Islands,UI/UX Design,668.88,28.27,3.04,Pending,643.65,25-05-2023,Company B
86,09-05-2023,Malaysia,E-commerce Development,1905.86,266.4,71.85,Pending,1711.31,21-05-2023,Company E
93,29-07-2022,Bosnia and Herzegovina,E-commerce Development,3391.23,163.43,176.16,Overdue,3403.96,23-08-2022,Company B
43,18-12-2022,Bulgaria,Mobile App Development,4987.98,365.97,153.32,Paid,4775.33,14-01-2023,Company D
4,12-12-2022,Wallis and Futuna,E-commerce Development,4839.1,431.99,211.33,Pending,4618.44,30-12-2022,Company D
42,30-06-2023,Burkina Faso,E-commerce Development,3427.02,442.89,183.67,Paid,3167.8,21-07-2023,Company D
7,17-01-2023,United Arab Emirates,UI/UX Design,985.75,122.31,40.79,Pending,904.23,14-02-2023,Company E
10,08-12-2022,French Southern Territories,E-commerce Development,2274.57,143.51,137.68,Overdue,2268.74,01-01-2023,Company C
46,07-04-2023,Poland,Mobile App Development,3238.04,237.3,89.26,Overdue,3090,28-04-2023,Company C
94,10-08-2022,Albania,E-commerce Development,3356.23,652.37,30.83,Overdue,2734.69,19-08-2022,Company D
45,04-06-2023,Faroe Islands,UI/UX Design,238.31,14.88,19.76,Paid,243.19,01-07-2023,Company E
57,20-12-2022,Uzbekistan,E-commerce Development,2807.42,127.56,246.21,Overdue,2926.07,15-01-2023,Company D
17,03-10-2022,Solomon Islands,UI/UX Design,420.94,65.39,38.79,Overdue,394.34,10-10-2022,Company B
34,15-08-2022,India,UI/UX Design,449.09,69.25,2.22,Paid,382.06,05-09-2022,Company E
30,30-04-2023,Mauritius,Web Development,2185.17,201.69,197.49,Overdue,2180.97,14-05-2023,Company E
55,21-11-2022,Vietnam,IoT Solution,4473.16,515.41,395.16,Pending,4352.91,21-12-2022,Company D
71,15-12-2022,Ireland,Mobile App Development,3864.49,494.26,213.91,Overdue,3584.14,13-01-2023,Company D
55,04-05-2023,Egypt,UI/UX Design,818.5,10,80.59,Paid,889.09,18-05-2023,Company E
98,21-02-2023,Jordan,Web Development,824.27,39.85,35.89,Pending,820.31,13-03-2023,Company E
59,12-08-2022,South Georgia and the South Sandwich Islands,UI/UX Design,836.55,155.96,11.79,Overdue,692.38,29-08-2022,Company D
42,06-01-2023,Kazakhstan,UI/UX Design,762.22,80.31,7.66,Pending,689.57,24-01-2023,Company B
73,16-08-2022,Cyprus,UI/UX Design,722.99,124.45,65.2,Paid,663.74,03-09-2022,Company D
11,06-07-2023,Libyan Arab Jamahiriya,Web Development,2808.45,374.49,244.03,Pending,2677.99,22-07-2023,Company C
29,06-11-2022,Ireland,AI Solution,4413.18,649.69,193.05,Pending,3956.54,28-11-2022,Company D
81,23-08-2022,Antarctica (the territory South of 60 deg S),AI Solution,9823.71,1167.03,497.61,Paid,9154.29,17-09-2022,Company D
65,11-01-2023,Anguilla,E-commerce Development,1616.13,131.08,43.07,Overdue,1528.12,20-01-2023,Company A
69,07-05-2023,Botswana,E-commerce Development,3125.72,164.7,30.02,Pending,2991.04,06-06-2023,Company C
57,26-04-2023,Ukraine,IoT Solution,4742.71,561.87,201.35,Paid,4382.19,06-05-2023,Company B
62,09-12-2022,Liechtenstein,E-commerce Development,1504.15,184.56,144.84,Pending,1464.43,17-12-2022,Company E
90,04-12-2022,Turkey,IoT Solution,3572.71,517.78,43.39,Overdue,3098.32,18-12-2022,Company B
5,18-01-2023,Bolivia,IoT Solution,6639.97,1282.98,595.38,Paid,5952.37,12-02-2023,Company D
78,02-01-2023,Bhutan,E-commerce Development,1371.67,73.07,96.26,Pending,1394.86,11-01-2023,Company D
63,28-12-2022,Congo,AI Solution,5843.31,276.23,124.96,Overdue,5692.04,22-01-2023,Company B
82,10-02-2023,Svalbard & Jan Mayen Islands,E-commerce Development,1307.07,132.4,93.24,Pending,1267.91,02-03-2023,Company E
14,02-06-2023,Sao Tome and Principe,IoT Solution,7499.55,1251.49,617.49,Pending,6865.55,14-06-2023,Company A
67,22-04-2023,Brazil,UI/UX Design,869.54,165.5,37.33,Overdue,741.37,20-05-2023,Company E
55,15-07-2022,Greenland,Web Development,2406.31,412.81,98.53,Pending,2092.03,30-07-2022,Company B
56,05-05-2023,Luxembourg,Web Development,1566.47,34.44,80.49,Overdue,1612.52,30-05-2023,Company A
30,15-03-2023,Tajikistan,Web Development,2782.67,72.24,165.62,Paid,2876.05,08-04-2023,Company C
85,19-08-2022,Cameroon,AI Solution,9997.25,780.45,113.22,Paid,9330.02,09-09-2022,Company D
28,22-06-2023,Comoros,Web Development,999.74,115.85,18.35,Paid,902.24,15-07-2023,Company B
27,11-11-2022,Libyan Arab Jamahiriya,Web Development,1615.66,209.82,85,Pending,1490.84,30-11-2022,Company E
47,21-02-2023,Equatorial Guinea,Mobile App Development,1334.69,263.02,44.03,Paid,1115.7,07-03-2023,Company B
23,02-05-2023,Kiribati,IoT Solution,7222.56,396.34,550.75,Paid,7376.97,16-05-2023,Company C
11,24-10-2022,Israel,UI/UX Design,846.18,12.38,20.77,Paid,854.57,04-11-2022,Company C
98,15-01-2023,Mexico,Mobile App Development,1980.47,102.86,142.28,Paid,2019.89,27-01-2023,Company E
60,04-06-2023,Somalia,E-commerce Development,4470.11,497.87,76.18,Paid,4048.42,01-07-2023,Company A
71,19-05-2023,Trinidad and Tobago,IoT Solution,4172.59,110.54,100.61,Pending,4162.66,14-06-2023,Company E
29,07-09-2022,Vietnam,AI Solution,7610.75,291.13,492.42,Pending,7812.04,18-09-2022,Company B
98,07-01-2023,Chile,Web Development,1881.74,247.07,112.31,Paid,1746.98,03-02-2023,Company D
79,26-03-2023,Rwanda,E-commerce Development,4392.5,527.96,215.95,Paid,4080.49,08-04-2023,Company D
24,09-10-2022,Guyana,AI Solution,8363.94,71.43,77.97,Pending,8370.48,29-10-2022,Company E
45,28-03-2023,Denmark,Web Development,1522.77,117.06,109.36,Pending,1515.07,14-04-2023,Company E
63,30-09-2022,Pakistan,AI Solution,4927.34,488.42,263.28,Paid,4702.2,17-10-2022,Company A
60,11-12-2022,Portugal,UI/UX Design,889.09,154.29,11.32,Paid,746.12,08-01-2023,Company C
98,15-07-2022,United Kingdom,Web Development,1581.98,193.66,138.87,Pending,1527.19,12-08-2022,Company D
24,06-02-2023,Algeria,IoT Solution,2315.49,198.7,126.08,Overdue,2242.87,08-03-2023,Company E
78,10-04-2023,Indonesia,Mobile App Development,3988.36,580.12,393.05,Paid,3801.29,24-04-2023,Company E
89,23-05-2023,Malaysia,Web Development,888.5,49.14,4.76,Overdue,844.12,30-05-2023,Company E
11,07-07-2023,Sierra Leone,Web Development,2665.11,159.77,72.7,Pending,2578.04,15-07-2023,Company A
59,30-05-2023,Bosnia and Herzegovina,Mobile App Development,3720.32,661.14,38.97,Pending,3098.15,14-06-2023,Company D
48,18-05-2023,Australia,E-commerce Development,2645.71,287.72,29.25,Paid,2387.24,29-05-2023,Company D
12,02-01-2023,Rwanda,IoT Solution,5197.7,630.25,166.83,Paid,4734.28,10-01-2023,Company A
88,07-03-2023,Guadeloupe,AI Solution,6202.82,512.22,365.85,Pending,6056.45,02-04-2023,Company B
100,05-07-2023,Christmas Island,Mobile App Development,4779.53,504.28,298.98,Overdue,4574.23,25-07-2023,Company E
4,24-11-2022,Tonga,UI/UX Design,684.42,71.61,56.27,Paid,669.08,19-12-2022,Company B
12,12-02-2023,Israel,UI/UX Design,486.88,83.29,25.98,Pending,429.57,27-02-2023,Company A
24,15-02-2023,Mongolia,E-commerce Development,4093.61,147.88,147.52,Pending,4093.25,13-03-2023,Company A
90,02-04-2023,France,E-commerce Development,1181.79,90.9,75.69,Pending,1166.58,21-04-2023,Company E
8,23-07-2022,Brazil,UI/UX Design,481.48,67.42,45.65,Pending,459.71,19-08-2022,Company D
51,22-06-2023,Ghana,Web Development,1366.82,36.9,12.25,Overdue,1342.17,01-07-2023,Company D
65,05-04-2023,Iran,Mobile App Development,3323.07,77.52,72.8,Paid,3318.35,12-04-2023,Company A
22,10-02-2023,Svalbard & Jan Mayen Islands,UI/UX Design,679.66,2.57,4.42,Paid,681.51,20-02-2023,Company C
48,07-10-2022,Mayotte,IoT Solution,4214.64,92.9,403.3,Paid,4525.04,23-10-2022,Company E
85,01-03-2023,Martinique,AI Solution,5022.63,338.73,121.83,Overdue,4805.73,09-03-2023,Company B
98,21-11-2022,Mozambique,IoT Solution,2883.18,141.13,42.33,Paid,2784.38,13-12-2022,Company C
38,10-11-2022,Tanzania,AI Solution,8534.01,1080.21,796.83,Paid,8250.63,26-11-2022,Company A
22,21-03-2023,Lao People's Democratic Republic,IoT Solution,3676.32,396.49,129.13,Pending,3408.96,02-04-2023,Company D
37,05-05-2023,New Caledonia,UI/UX Design,743.24,25.67,17.19,Overdue,734.76,28-05-2023,Company E
42,09-09-2022,Central African Republic,IoT Solution,3756.99,397.37,88.98,Pending,3448.6,29-09-2022,Company E
43,16-08-2022,Bulgaria,Mobile App Development,3326.59,127.46,37.87,Overdue,3237,12-09-2022,Company C
67,29-11-2022,Bhutan,IoT Solution,7541.58,57.33,175.6,Paid,7659.85,29-12-2022,Company D
34,21-10-2022,Bosnia and Herzegovina,UI/UX Design,414.06,6.68,27.06,Pending,434.44,10-11-2022,Company B
34,14-12-2022,Jersey,UI/UX Design,307.95,6.89,27.92,Pending,328.98,27-12-2022,Company E
71,04-09-2022,Dominican Republic,AI Solution,9054.94,422.85,219.32,Overdue,8851.41,17-09-2022,Company B
73,14-11-2022,Gabon,UI/UX Design,905.1,76.55,37.01,Pending,865.56,25-11-2022,Company D
28,26-10-2022,British Virgin Islands,AI Solution,3276.39,591.44,115.41,Paid,2800.36,23-11-2022,Company D
65,23-03-2023,Rwanda,UI/UX Design,345.72,7.88,23.54,Overdue,361.38,17-04-2023,Company B
98,31-10-2022,Mali,E-commerce Development,2249.65,155.86,206.32,Pending,2300.11,26-11-2022,Company D
39,02-08-2022,Iraq,Mobile App Development,2164.49,255.25,16.3,Paid,1925.54,10-08-2022,Company D
72,18-12-2022,Azerbaijan,E-commerce Development,4059.77,739.65,81.38,Pending,3401.5,31-12-2022,Company B
29,23-02-2023,Germany,UI/UX Design,255.8,31.19,18.99,Pending,243.6,16-03-2023,Company E
36,09-07-2023,Iraq,Mobile App Development,4858.28,571.35,80.42,Pending,4367.35,26-07-2023,Company A
60,27-11-2022,Togo,AI Solution,3016.66,44.56,2.52,Overdue,2974.62,07-12-2022,Company C
62,08-01-2023,Equatorial Guinea,Mobile App Development,1056.67,203.81,52.08,Paid,904.94,16-01-2023,Company E
42,13-06-2023,Ghana,E-commerce Development,2949.54,296.98,186.7,Paid,2839.26,10-07-2023,Company C
90,14-03-2023,Brunei Darussalam,E-commerce Development,3839.02,483.61,226.69,Overdue,3582.1,08-04-2023,Company C
87,05-04-2023,Belgium,Mobile App Development,4359.87,567.66,259.49,Overdue,4051.7,26-04-2023,Company C
57,12-06-2023,Egypt,AI Solution,3275.91,467.4,287.1,Paid,3095.61,02-07-2023,Company D
98,15-09-2022,Tokelau,Mobile App Development,1890.08,53.44,115.15,Overdue,1951.79,28-09-2022,Company D
68,10-08-2022,Belize,UI/UX Design,773.94,132.57,44,Overdue,685.37,27-08-2022,Company E
85,19-03-2023,Hong Kong,UI/UX Design,282.27,41.93,27.45,Overdue,267.79,29-03-2023,Company B
30,14-05-2023,Cote d'Ivoire,UI/UX Design,658.62,25.2,30.87,Paid,664.29,27-05-2023,Company B
88,02-11-2022,Gambia,UI/UX Design,850.11,63.16,71.93,Overdue,858.88,28-11-2022,Company B
75,25-08-2022,Slovakia (Slovak Republic),Mobile App Development,2877.49,48.04,90.1,Paid,2919.55,02-09-2022,Company D
67,02-07-2023,Guernsey,Mobile App Development,3405.84,192.76,267.6,Paid,3480.68,24-07-2023,Company D
46,04-05-2023,Seychelles,IoT Solution,5706.8,524.81,287.94,Pending,5469.93,19-05-2023,Company D
73,04-09-2022,Gibraltar,Web Development,1029.83,167.06,90.81,Paid,953.58,14-09-2022,Company E
37,19-04-2023,Zambia,AI Solution,5897.91,88.39,442.92,Pending,6252.44,06-05-2023,Company C
3,13-05-2023,British Indian Ocean Territory (Chagos Archipelago),AI Solution,7218.58,788.49,287.12,Pending,6717.21,07-06-2023,Company E
72,14-04-2023,Morocco,IoT Solution,2785.06,282.81,53.2,Paid,2555.45,11-05-2023,Company A
91,20-04-2023,Estonia,IoT Solution,4384.65,306.39,108.7,Pending,4186.96,07-05-2023,Company D
41,20-12-2022,Italy,AI Solution,9483.71,189.92,590.55,Paid,9884.34,03-01-2023,Company D
10,03-09-2022,Bouvet Island (Bouvetoya),UI/UX Design,537.84,52.88,40.26,Pending,525.22,17-09-2022,Company D
83,18-07-2022,United States Virgin Islands,Web Development,2596.33,192.11,136.3,Overdue,2540.52,27-07-2022,Company E
56,04-03-2023,Paraguay,Mobile App Development,4197.11,48.39,191.1,Pending,4339.82,02-04-2023,Company C
92,26-04-2023,Saint Kitts and Nevis,E-commerce Development,3067.1,321.1,175.71,Pending,2921.71,11-05-2023,Company C
43,17-03-2023,Fiji,UI/UX Design,547.77,14.72,52.13,Pending,585.18,10-04-2023,Company C
21,18-09-2022,Mayotte,UI/UX Design,936.28,171.82,33.09,Paid,797.55,30-09-2022,Company D
54,07-12-2022,Tanzania,AI Solution,7662.77,1324.89,340.47,Pending,6678.35,18-12-2022,Company A
27,18-08-2022,Saudi Arabia,IoT Solution,3273.58,372.37,286.86,Paid,3188.07,28-08-2022,Company B
56,01-09-2022,Congo,Mobile App Development,3991.51,590.25,74.29,Pending,3475.55,13-09-2022,Company E
44,06-07-2023,France,E-commerce Development,4577.42,233.73,422.34,Paid,4766.03,18-07-2023,Company D
43,11-03-2023,Vietnam,Web Development,621.92,122.63,26.19,Pending,525.48,25-03-2023,Company E
21,14-11-2022,Montserrat,Web Development,2015,152.57,114.65,Pending,1977.08,28-11-2022,Company C
31,27-10-2022,Botswana,UI/UX Design,535.11,92.46,19.72,Paid,462.37,16-11-2022,Company E
67,05-07-2023,Martinique,UI/UX Design,521.2,1.67,14.26,Pending,533.79,25-07-2023,Company D
1,28-12-2022,Ireland,AI Solution,7069.24,485.38,409.57,Paid,6993.43,22-01-2023,Company E
62,19-06-2023,Dominican Republic,E-commerce Development,4641.92,366.34,409.32,Pending,4684.9,04-07-2023,Company D
39,01-10-2022,Anguilla,Mobile App Development,2687.52,97.89,198.85,Pending,2788.48,14-10-2022,Company D
84,06-09-2022,United States of America,IoT Solution,3341.19,652.2,29.68,Overdue,2718.67,20-09-2022,Company D
44,06-12-2022,Kiribati,AI Solution,9690.08,1103.92,196.65,Overdue,8782.81,20-12-2022,Company C
31,07-01-2023,Norfolk Island,E-commerce Development,1011.43,15.44,99.59,Paid,1095.58,27-01-2023,Company A
23,27-05-2023,Guadeloupe,E-commerce Development,2227.85,390.97,35.28,Overdue,1872.16,22-06-2023,Company A
99,03-06-2023,Uganda,UI/UX Design,784.09,121.44,66.07,Paid,728.72,20-06-2023,Company B
37,22-02-2023,American Samoa,UI/UX Design,991.15,94.31,4.45,Paid,901.29,22-03-2023,Company C
87,04-12-2022,Myanmar,E-commerce Development,1554.62,99.11,137.79,Pending,1593.3,24-12-2022,Company A
87,13-04-2023,Armenia,IoT Solution,4318.13,190.77,356.48,Overdue,4483.84,07-05-2023,Company D
56,26-04-2023,Malaysia,Mobile App Development,1946.67,276.53,194.61,Pending,1864.75,23-05-2023,Company A
13,29-06-2023,Cote d'Ivoire,AI Solution,9069.82,1039.26,35.06,Paid,8065.62,20-07-2023,Company D
39,24-09-2022,Fiji,AI Solution,8486.93,1248.77,43.25,Paid,7281.41,13-10-2022,Company E
35,22-04-2023,Burundi,Web Development,1555.32,22.36,79.46,Pending,1612.42,21-05-2023,Company B
86,28-12-2022,Taiwan,IoT Solution,3486.37,206.47,103.53,Paid,3383.43,08-01-2023,Company E
35,08-04-2023,Saint Barthelemy,Web Development,1481.44,161.7,31.29,Pending,1351.03,29-04-2023,Company A
82,23-02-2023,Bangladesh,AI Solution,3641.89,50.24,9.96,Overdue,3601.61,06-03-2023,Company C
75,30-04-2023,Liechtenstein,IoT Solution,3047.28,7.96,217.41,Paid,3256.73,25-05-2023,Company D
31,18-10-2022,Samoa,Mobile App Development,1502.8,64.35,36.92,Pending,1475.37,27-10-2022,Company E
17,19-08-2022,Cambodia,E-commerce Development,3612.94,676.22,245.48,Paid,3182.2,30-08-2022,Company D
44,28-09-2022,Costa Rica,E-commerce Development,4554.24,378.01,138.96,Paid,4315.19,21-10-2022,Company E
32,26-12-2022,Mali,IoT Solution,3144.68,392.11,40.82,Overdue,2793.39,06-01-2023,Company E
74,18-05-2023,Algeria,UI/UX Design,723.22,64.26,48.29,Overdue,707.25,06-06-2023,Company E
72,22-02-2023,Comoros,AI Solution,4012.18,368.97,250.83,Overdue,3894.04,05-03-2023,Company C
42,14-09-2022,Tonga,IoT Solution,3670.82,38.09,30.32,Overdue,3663.05,07-10-2022,Company E
5,31-01-2023,Nepal,IoT Solution,5504.22,1007.4,71.22,Paid,4568.04,18-02-2023,Company C
34,19-12-2022,Saint Martin,Web Development,1651,32.82,53.32,Paid,1671.5,07-01-2023,Company A
68,16-05-2023,Tuvalu,Web Development,1628.29,137.14,142.15,Overdue,1633.3,01-06-2023,Company B
60,02-02-2023,Saint Martin,IoT Solution,3785.8,479.8,100.6,Pending,3406.6,27-02-2023,Company D
59,08-05-2023,Micronesia,Web Development,1623.46,323.49,3.36,Paid,1303.33,31-05-2023,Company A
72,14-11-2022,Spain,Web Development,1149.66,154.84,78.28,Paid,1073.1,12-12-2022,Company C
44,19-08-2022,Israel,Web Development,2473.24,371.86,184.6,Paid,2285.98,16-09-2022,Company A
93,15-04-2023,Burundi,Web Development,2414.49,357.85,1.22,Paid,2057.86,22-04-2023,Company B
95,26-03-2023,British Indian Ocean Territory (Chagos Archipelago),AI Solution,4788.39,710.39,158.4,Pending,4236.4,04-04-2023,Company D
86,06-07-2023,Thailand,Web Development,2902,319.95,252.94,Pending,2834.99,15-07-2023,Company B
29,19-10-2022,Dominican Republic,UI/UX Design,776.03,46.85,37.13,Pending,766.31,03-11-2022,Company B
35,22-04-2023,Uzbekistan,Web Development,2158.92,403.8,213.85,Pending,1968.97,16-05-2023,Company A
6,13-08-2022,Marshall Islands,UI/UX Design,471.91,18.1,31.86,Paid,485.67,11-09-2022,Company A
82,10-09-2022,Syrian Arab Republic,AI Solution,4278.82,667.54,332.14,Pending,3943.42,22-09-2022,Company B
27,11-06-2023,Gabon,Web Development,2604,72.52,150.31,Overdue,2681.79,01-07-2023,Company E
25,29-10-2022,Niger,UI/UX Design,593.51,28.14,24.18,Paid,589.55,12-11-2022,Company E
52,29-05-2023,Turkey,E-commerce Development,4170.87,181.25,283.54,Paid,4273.16,26-06-2023,Company E
7,22-02-2023,Seychelles,IoT Solution,2955.75,481.2,236.73,Overdue,2711.28,11-03-2023,Company E
54,16-04-2023,Bhutan,E-commerce Development,1722.45,218.28,14.92,Overdue,1519.09,13-05-2023,Company D
36,11-02-2023,Algeria,IoT Solution,5736.47,30.4,322.21,Paid,6028.28,03-03-2023,Company E
59,28-06-2023,Nicaragua,UI/UX Design,875.09,86.08,80.58,Paid,869.59,18-07-2023,Company E
85,07-12-2022,Namibia,UI/UX Design,578.26,37.19,49.29,Pending,590.36,06-01-2023,Company B
98,05-02-2023,Venezuela,UI/UX Design,884.15,32.32,51.91,Overdue,903.74,17-02-2023,Company E
67,30-10-2022,Marshall Islands,Web Development,875.15,90.93,35.69,Overdue,819.91,23-11-2022,Company A
57,24-03-2023,French Polynesia,E-commerce Development,3730.48,456.49,372.48,Pending,3646.47,01-04-2023,Company D
18,20-02-2023,Malta,E-commerce Development,1197.48,126.62,35.54,Pending,1106.4,07-03-2023,Company D
25,28-08-2022,Tunisia,IoT Solution,2507.74,193.9,50.73,Overdue,2364.57,07-09-2022,Company A
76,29-04-2023,Pitcairn Islands,AI Solution,7420.88,1171.23,319.4,Overdue,6569.05,21-05-2023,Company E
74,15-02-2023,Sri Lanka,AI Solution,5874.92,1091.17,23.98,Paid,4807.73,24-02-2023,Company B
92,21-05-2023,Tanzania,E-commerce Development,3724.93,284.65,344.43,Pending,3784.71,30-05-2023,Company C
32,24-08-2022,Niue,E-commerce Development,2942.83,102.13,76.94,Paid,2917.64,12-09-2022,Company C
96,08-11-2022,Timor-Leste,E-commerce Development,4054.59,747.24,217.08,Paid,3524.43,17-11-2022,Company C
85,23-09-2022,Antigua and Barbuda,UI/UX Design,769.9,55.03,23.68,Pending,738.55,08-10-2022,Company E
73,12-04-2023,Andorra,AI Solution,8091.32,58.67,299.04,Pending,8331.69,04-05-2023,Company E
23,28-11-2022,Aruba,E-commerce Development,1485.1,43.27,131.8,Overdue,1573.63,05-12-2022,Company B
64,15-06-2023,Afghanistan,AI Solution,5028.76,799.28,476.98,Pending,4706.46,02-07-2023,Company B
39,27-12-2022,Bolivia,AI Solution,3115.88,314.19,17.35,Paid,2819.04,18-01-2023,Company D
20,02-05-2023,Guinea-Bissau,AI Solution,8198.04,547.87,572.42,Overdue,8222.59,17-05-2023,Company E
8,27-09-2022,Reunion,IoT Solution,5131.69,143.47,495.95,Pending,5484.17,24-10-2022,Company B
1,11-04-2023,Mongolia,Mobile App Development,4048.59,8.46,390.31,Paid,4430.44,24-04-2023,Company B
61,13-08-2022,Martinique,UI/UX Design,869.98,110.18,40.42,Pending,800.22,05-09-2022,Company B
28,21-06-2023,American Samoa,UI/UX Design,972.39,33.88,2.66,Pending,941.17,06-07-2023,Company C
72,14-09-2022,Ethiopia,Mobile App Development,2774.64,350.44,273.27,Pending,2697.47,07-10-2022,Company A
23,18-06-2023,Ireland,AI Solution,3243.15,356.68,274.01,Paid,3160.48,03-07-2023,Company B
77,29-09-2022,Singapore,Mobile App Development,4773.66,836.93,346.41,Paid,4283.14,08-10-2022,Company C
28,07-01-2023,Uruguay,E-commerce Development,3047.24,383.17,36.65,Overdue,2700.72,27-01-2023,Company D
82,09-10-2022,Isle of Man,E-commerce Development,3204.71,57.82,26.84,Paid,3173.73,03-11-2022,Company C
83,21-04-2023,Haiti,Web Development,2207.95,130.07,147.37,Pending,2225.25,01-05-2023,Company D
17,17-09-2022,Serbia,UI/UX Design,405.45,20.17,17.49,Overdue,402.77,09-10-2022,Company A
65,22-05-2023,Monaco,E-commerce Development,3817.6,386.72,352.93,Overdue,3783.81,29-05-2023,Company C
33,07-06-2023,Kiribati,IoT Solution,4447.33,705.9,161.57,Pending,3903,07-07-2023,Company A
88,21-01-2023,Saint Vincent and the Grenadines,Web Development,1650.27,79.24,149.37,Paid,1720.4,02-02-2023,Company D
11,04-08-2022,Palestinian Territory,AI Solution,6954.91,262.57,362.39,Overdue,7054.73,17-08-2022,Company D
12,09-06-2023,Liberia,Mobile App Development,3574.6,551.16,7.07,Paid,3030.51,30-06-2023,Company D
74,23-11-2022,Austria,Web Development,2174.69,130.17,199.74,Overdue,2244.26,12-12-2022,Company A
48,31-03-2023,Aruba,Mobile App Development,1701.33,8.19,157.51,Overdue,1850.65,15-04-2023,Company C
15,23-08-2022,Sierra Leone,UI/UX Design,799.97,122.19,75.25,Overdue,753.03,01-09-2022,Company B
45,19-03-2023,Liechtenstein,AI Solution,8817.02,1014.55,548.78,Overdue,8351.25,07-04-2023,Company B
11,23-09-2022,Bermuda,UI/UX Design,285.8,5.6,13.29,Overdue,293.49,21-10-2022,Company B
42,11-08-2022,Switzerland,UI/UX Design,841.07,95.69,44.51,Overdue,789.89,30-08-2022,Company C
67,05-04-2023,Lesotho,Web Development,1340.44,50.67,125.5,Pending,1415.27,27-04-2023,Company D
